Year,Quarter,Number of employees,Total gross earnings,Avg_Monthly_Earnings,Monthly_Transport_Cost,Transport_Burden_Pct,Monthly_After_Tax,Other_Expenses,Transport_Share_Pct,Other_Expenses_Share_Pct
2025,Mar,958000,96114000,33442.58872651357,2223.208333333333,6.647835643090497,28426.200417536533,26202.9920842032,6.647835643090497,93.3521643569095
